Rank,Cliente_BM,Empresa,Categoria,Gerencia_Obra,Cidade_Sede,Dist_Louveira_km,Telefone,Site,Avaliacao,Qtd_Avaliacoes,Score_ICP,Faixa_ICP,Score_Motivo,Endereco,Google_Maps,Nome_Decisor,Email,Status_Prospeccao,Observacoes
298,,EASY Soluções em Engenharia e Manutenção,Engenharia,Provavel,Jundiai,18,(11) 95308-8391,http://www.solucoeseasy.com/,5,1,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"Av. Presbítero Manoel Antônio Dias Filho, 965 - Região Metropolitana de Jundiaí, Jundiaí - SP, 13212-461",https://maps.google.com/?cid=5980829153638442533&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
299,,ECivil Engenharia,Engenharia,Provavel,Jundiai,18,(11) 95373-7980,https://ecivilengenharia.wixsite.com/ecivil,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"Av. Benedicto Castilho de Andrade, 877 - Parque Res. Eloy Chaves, Jundiaí - SP, 13212-070",https://maps.google.com/?cid=7037159152949033884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
300,,ENCANAMEX - Encanador e Eletricista - 24h,Construtora,Provavel,Jundiai,18,(11) 99851-8219,"https://api.whatsapp.com/send?phone=5511998518219&text=Ol%C3%A1,%20venho%20pelo%20Google,%20preciso%20de%20um%20servi%C3%A7o%20em%20minha%20resid%C3%AAncia/empresa%20por%20favor.",5,100,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"Av. Antônio Raimundo de Oliveira, 782 - Jardim California, Jundiaí - SP, 13206-645",https://maps.google.com/?cid=12428947246812258680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
301,,EPS Suits Brasil,Construtora,Provavel,Jundiai,18,(11) 91902-0010,http://suitsbrasil.com.br/,4.5,20,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"Rua Nicolau Carderelli, 198 - Jardim Paris, Jundiaí - SP, 13209-190",https://maps.google.com/?cid=3568521326283746099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
302,,EXO7 Build | Engenharia Integrada,Engenharia,Provavel,Jundiai,18,(11) 97098-9072,https://exo7build.com.br/,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. 3, 80 - Ivoturucaia, Jundiaí - SP, 13218-732",https://maps.google.com/?cid=3188504669195548208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
303,,Engenharia Civil - Paula Moreira,Engenharia,Provavel,Jundiai,18,(11) 97629-8648,http://wix.to/12v3oHJ?utm_source=google&utm_medium=wix_google_business_profile,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"Barueri, Jundiaí - SP, 13203-614",https://maps.google.com/?cid=584602325236533671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
304,,Engenharia EA3,Engenharia,Provavel,Jundiai,18,(11) 91273-1736,https://www.ea3engenharia.com.br/,3,2,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"Alameda dos Ingás, n° 36 - Medeiros, Jundiaí - SP, 13211-251",https://maps.google.com/?cid=17292885481880747998&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
305,,FF Engenharia e Projetos,Engenharia,Provavel,Jundiai,18,(11) 99724-5055,https://ffengenhariaeprojetos.com.br/,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. Dr. Paschoal de Muzzio, 20 - Vila Vianelo, Jundiaí - SP, 13207-080",https://maps.google.com/?cid=10701233975149826809&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
306,,FLUXO ENGENHARIA,Engenharia,Provavel,Jundiai,18,(11) 3379-0203,http://fluxoengenharia.com/,5,2,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"Av. Dr. Sebastião Mendes da Silva, 248 - Anhangabaú, Jundiaí - SP, 13208-090",https://maps.google.com/?cid=6200444267923541135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
307,,Fauke Engenharia,Engenharia,Provavel,Jundiai,18,(11) 98207-0977,http://fauke.com.br/,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"Condomínio Uffizi Medical & Business Center - R. Anchieta, 204 - 1107 - Vila Boaventura, Jundiaí - SP, 13201-804",https://maps.google.com/?cid=15994093326940898353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
308,,Ferrão Engenharia,Engenharia,Provavel,Jundiai,18,(11) 4521-0801,http://www.ricardoferrao.com.br/,5,1,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"191 Sala 1116 - R. Cap. Cassiano Ricardo de Toledo - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=4383911329230410925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
309,,Freire & Oliveira Engenharia,Engenharia,Provavel,Jundiai,18,(11) 4431-7060,https://freireoliveira.com.br/,5,4,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. Marchi, 443 - Bom Jardim, Jundiaí - SP, 13213-403",https://maps.google.com/?cid=3378478088390840610&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
310,,GerEnge Engenharia,Engenharia,Provavel,Jundiai,18,(11) 94114-8172,https://gerenge.eng.br/,5,1,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. do Retiro, 1295 - Centro, Jundiaí - SP, 13209-201",https://maps.google.com/?cid=17933053750219237665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
311,,Gnering Engenharia e Gerenciamento,Engenharia,Provavel,Jundiai,18,(11) 94722-3565,http://www.gnering.com.br/,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"Av. Humberto Cereser, 2850 - Caxambu, Jundiaí - SP, 13218-711",https://maps.google.com/?cid=3658289607892351336&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
312,,Grisotti Clonstrutora,Construtora,Provavel,Jundiai,18,(11) 4607-0711,http://www.grisotti.com.br/,4.5,13,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"Av. Alberto Rodrigues de Oliveira, 127 - Jardim Florestal, Jundiaí - SP, 13215-720",https://maps.google.com/?cid=2490438272298208815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
313,,Grupo Candido Irias,Construtora,Provavel,Jundiai,18,(11) 97396-2098,https://grupocandidoirias.eng.br/,5,31,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. do Retiro, 432 - Sl 104 - Vila Virginia, Jundiaí - SP, 13209-000",https://maps.google.com/?cid=7368522410553383950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
314,,HBR Engenharia e Gabião,Engenharia,Provavel,Jundiai,18,(11) 97560-5090,http://www.hbrengenharia.com/,5,1,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. Bom Jesus de Pirapora, 2632 - Sl 5 - Vila Rami, Jundiaí - SP, 13206-305",https://maps.google.com/?cid=8523554742665500045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
315,,HOLDER STEEL ESTRUTURAS METÁLICAS,Construtora,Provavel,Jundiai,18,(11) 99655-0887,https://holdersteel.com.br/,5,28,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. Francisco Pereira Coutinho, 321 - Vila Rafael de Oliveira, Jundiaí - SP, 13201-100",https://maps.google.com/?cid=9081982983369716304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
316,,House 10,Construtora,Provavel,Jundiai,18,(11) 97169-7110,https://house10jundiai.com.br/,4.8,17,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"Edif Mondial - Av. 9 de Julho, 3405 - Sl 211 - Vianelo/Bonfiglioli, Jundiaí - SP, 13208-056",https://maps.google.com/?cid=3985620175009935637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
317,,"Hs Empreiteira - Construções, Reformas e Projetos - Jundiaí e região SP",Construtora,Provavel,Jundiai,18,(11) 97305-9945,http://www.hsempreiteira.com.br/,4.9,73,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. Barão de Teffé, 50 - Piso Superior - Jardim Ana Maria, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=4144233192881493330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
318,,Impercom Engenharia de Impermeabilização,Engenharia,Provavel,Jundiai,18,(11) 4522-3737,http://www.impercom.com.br/,4,16,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. Profa. Escolástica de Toledo Pontes, 379 - Vila Maria Luiza, Jundiaí - SP, 13209-290",https://maps.google.com/?cid=11165457607690889970&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
319,,Impertec Engenharia de Impermeabilização,Engenharia,Provavel,Jundiai,18,(11) 97249-0904,https://imperteceng.com.br/,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. João Scabin, 275 - Vianelo/Bonfiglioli, Jundiaí - SP, 13207-180",https://maps.google.com/?cid=2564723156237268816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
320,,J&M Controle Tecnológico,Construtora,Provavel,Jundiai,18,(11) 97695-1101,https://jemcontroledequalidade.com.br/,5,14,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"Av. Guilherme Porcari, 3500 - Medeiros, Jundiaí - SP, 13212-255",https://maps.google.com/?cid=7505120140596241700&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
321,,Japy Engenharia e Comércio,Engenharia,Provavel,Jundiai,18,(11) 4587-8750,http://www.japyengenharia.com.br/,4.4,9,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. XV de Novembro, 221 - Centro, Jundiaí - SP, 13201-005",https://maps.google.com/?cid=17752455203119087906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
322,,Jhony Dias Engenharia Civil,Engenharia,Provavel,Jundiai,18,(11) 99748-6540,https://linktr.ee/engjhonydias,5,1,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"The one Office Tower - Sala 308 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=2495555593472879568&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
323,LAB,LAB Engenharia,Engenharia,Provavel,Jundiai,18,,https://www.instagram.com/lab.engenharia/,4.9,50,60,B - abordar depois,Engenharia +35; 18km +10; site +10; reputacao +5,"Avenida 9 de julho, 3575 Maxime Tower - Sl 1615 - Anhangabaú, Jundiaí - SP, 13208-056",https://maps.google.com/?cid=17519161520235865174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,JA E CLIENTE - nao prospectar,
324,,Levinci Construtora,Construtora,Provavel,Jundiai,18,(11) 99950-4492,http://levinciconstrutora.com/,5,8,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. Barão de Teffé, 160 - Cj.505 - Jardim Ana Maria, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=12587306281974398785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
325,,Lutsot - Engenharia de Projetos Industriais,Engenharia,Provavel,Jundiai,18,(11) 98792-1125,http://www.lutsot.com.br/,5,2,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. Costa Azul, 195 - Bairro do Poste, Jundiaí - SP, 13213-076",https://maps.google.com/?cid=6122945692448148025&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
326,,METRICS ENGENHARIA,Engenharia,Provavel,Jundiai,18,(11) 2448-4674,http://metricsengenharia.com.br/,5,1,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"Av. Carlos Salles Block, 909 - Anhangabaú, Jundiaí - SP, 13208-100",https://maps.google.com/?cid=14748577793686771183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
327,,Mari Zambon - Studio PontoCO,Construtora,Provavel,Jundiai,18,(11) 96866-1936,http://www.marizambon.com/,5,18,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"Rua Cica, 396 - Sl 127 - Vila Angelica, Jundiaí - SP, 13206-765",https://maps.google.com/?cid=17451556930696087921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
328,,Mega Projetos & Construções,Construtora,Provavel,Jundiai,18,(11) 4586-9025,http://www.construtoramega.com.br/,4.6,12,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. Rhodesia, 58 - Jardim Bonfiglioli, Jundiaí - SP, 13207-310",https://maps.google.com/?cid=12175160321476046172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
329,,Metal Gold Calhas,Construtora,Provavel,Jundiai,18,(11) 98836-9409,https://www.metalgoldjundiai.com.br/,4.8,46,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. União, 72 - Parque Uniao, Jundiaí - SP, 13206-650",https://maps.google.com/?cid=3791667027985347655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
330,,Mistral Jundiaí e Epic Jundiaí - Construtora Inkkorp,Construtora,Provavel,Jundiai,18,(11) 98708-4610,https://inkkorp.com.br/,5,5,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"Av. Ver. Wanderley Pires - Vila Mun., Jundiaí - SP, 13201-134",https://maps.google.com/?cid=7063295779035209890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
331,,Modelar Construtora,Construtora,Provavel,Jundiai,18,(11) 4582-7070,http://www.modelarconstrutora.com.br/,4.8,6,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. Piratininga, 150 - Vila Bandeirantes, Jundiaí - SP, 13214-023",https://maps.google.com/?cid=7813331402207146429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
332,,Monolite Brasil,Construtora,Provavel,Jundiai,18,(11) 93333-5406,http://monolitebrasil.com.br/,5,9,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. Barão de Teffé, 1000 - SALA 141 - Jardim Ana Maria, Jundiaí - SP, 13208-761",https://maps.google.com/?cid=16870774296716436023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
333,,Multgás Engenharia,Engenharia,Provavel,Jundiai,18,(11) 94368-3082,http://www.multgasengenharia.com.br/,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. do Retiro - Vila das Hortencias, Jundiaí - SP, 13209-355",https://maps.google.com/?cid=7052601716645158902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
334,,ORDINE USINA DE ASFALTO,Construtora,Provavel,Jundiai,18,(11) 91552-0568,http://www.ordine.com.br/,4.8,8,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"Rua Álvaro de Oliveira Marcondes, 80 - Jardim das Tulipas, Jundiaí - SP, 13212-785",https://maps.google.com/?cid=16879138100693034201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
335,,P H Engenharia Elétrica e Hidráulica Ltda.,Engenharia,Provavel,Jundiai,18,(11) 4521-2999,http://phengenharia.com.br/,5,3,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. 23 de Maio, 790 - Sl 72B - Vianelo/Bonfiglioli, Jundiaí - SP, 13207-070",https://maps.google.com/?cid=16675508324641723619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
336,,P.A Hidráulica - Serviço autorizado Deca Hydra Jundiaí,Construtora,Provavel,Jundiai,18,(11) 94326-5580,http://www.sadeca.com.br/,4.8,278,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. Zacarias de Góes, 107 - Vila Boaventura, Jundiaí - SP, 13201-800",https://maps.google.com/?cid=16102128208258961180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
337,,Pegasus Pintura em Geral - Manutenção e Pintura Predial - Jundiaí SP,Construtora,Provavel,Jundiai,18,(11) 95318-1346,https://sites.google.com/view/pegasus-pintura-em-geral/p%C3%A1gina-inicial?authuser=3,5,37,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"Av. Antônio Raimundo de Oliveira, 31 - Jardim California, Jundiaí - SP, 13216-645",https://maps.google.com/?cid=14564644123094245790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
338,,Privato Lima Construtora,Construtora,Provavel,Jundiai,18,(11) 95071-4998,https://www.instagram.com/privatolimaconstrutora/profilecard/?igsh=MWlsNXppNjVqaGk1cw==,4.8,20,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. do Retiro, 444 - Vila Virginia, Jundiaí - SP, 13209-000",https://maps.google.com/?cid=3100479896983298611&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
339,,Projectary engenharia civil,Engenharia,Provavel,Jundiai,18,(11) 99772-6113,http://www.projectary.com.br/,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R: Lydia Marina Ares 77 - Medeiros, Jundiaí - SP, 13212-888",https://maps.google.com/?cid=4040311587571641271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
340,,Quadrio Engenharia,Engenharia,Provavel,Jundiai,18,(11) 94034-0500,http://www.integreengenharia.com.br/,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"Av. Comendador Antônio Borin, 4848 - Cs 428 - Caxambu, Jundiaí - SP, 13218-668",https://maps.google.com/?cid=15189189872090753767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
341,,RW Engenharia,Engenharia,Provavel,Jundiai,18,(11) 4521-7307,https://www.rwengenharia.com.br/,4.3,8,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. Hisaschi Nagaoka, 3525 - Jardim Sao Vicente, Jundiaí - SP, 13214-692",https://maps.google.com/?cid=6185012543504502753&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
342,,Roofing Construtora.,Construtora,Provavel,Jundiai,18,(11) 94026-0114,https://www.roofingconstrutora.com.br/,5,15,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. Hilda Del Nero Bisquolo - Região Metropolitana de Jundiaí, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=16795869422716571588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
343,,SHARPLAN ENGENHARIA,Engenharia,Provavel,Jundiai,18,(19) 99895-6751,http://sharplanengenharia.com.br/,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"Av. Cezar Brunholi, 1026 - Res. Santa Giovana, Jundiaí - SP, 13212-826",https://maps.google.com/?cid=11953849570504833163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
344,,SLP Engenharia & Consultoria,Engenharia,Provavel,Jundiai,18,(11) 97145-0957,http://slpengenharia.com.br/,,,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"Região Metropolitana de Jundiaí, Jundiaí - SP, 17490-050",https://maps.google.com/?cid=5565504650055097680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
345,,SMC SOLUÇÕES EM ENGENHARIA,Engenharia,Provavel,Jundiai,18,(48) 99950-6670,https://www.engenhariasmc.com.br/,4.4,301,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. Hilda Del Nero Bisquolo, 102 - Sala 1016 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=4242442903747167705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
346,,SOLPI Instalações Industrializadas,Construtora,Provavel,Jundiai,18,(11) 4216-1073,http://www.solpi.com.br/,4.9,30,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"Av. Luiz Pellizzari, 372 - Distrito Industrial, Jundiaí - SP, 13213-073",https://maps.google.com/?cid=12230872619896216542&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
347,,SOUL Construções e Projetos,Construtora,Provavel,Jundiai,18,(11) 97399-4894,http://soulconstrucoeseprojetos.com.br/,5,7,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. Cap. Cassiano Ricardo de Toledo, 191 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=17254001313419449599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
348,,SUSTINERI CONSTRUTORA JUNDIAÍ,Construtora,Provavel,Jundiai,18,(11) 96920-6410,https://sustinericonstrutora.com.br/,5,8,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. Hilda Del Nero Bisquolo, 102 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=8708599365401145727&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
349,,Savietto Engenharia,Engenharia,Provavel,Jundiai,18,(11) 94122-5234,https://www.saviettoengenharia.com.br/,5,1,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. João Café Filho, 241 - Jardim Danubio, Jundiaí - SP, 13215-081",https://maps.google.com/?cid=7778871581277361821&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
350,,Schinalle,Construtora,Provavel,Jundiai,18,(11) 4586-2387,https://schinalle.com.br/,4.8,5,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"R. Hilda Del Nero Bisquolo, 102 - Sl 707 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=8608503452773445287&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
351,,Sotin,Construtora,Provavel,Jundiai,18,(11) 4863-0330,https://sotin.com.br/,5,7,60,B - abordar depois,Construtora +30; 18km +10; site +10; tel +5; reputacao +5,"Av. Beta, 351 - Distrito Industrial, Jundiaí - SP, 13213-070",https://maps.google.com/?cid=11823741018456583971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
352,,TEDESCO Engenharia,Engenharia,Provavel,Jundiai,18,(11) 4586-2941,http://www.tedtek.com.br/,5,3,60,B - abordar depois,Engenharia +35; 18km +10; site +10; tel +5,"R. Hilda Del Nero Bisquolo, 102 - Sl 902 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=18008772087993725186&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
