#,Empresa,Segmento,Cidade,UF,Regiao,Telefone,Site,Email,Nota,Avals,Endereco,Google_Maps,Dist_Louveira_km,Enriquecido,Nome_Decisor,Status_Prospeccao,Observacoes
614,Representação Pré Fabicados,Construtora,Cajamar,SP,Foco,,,,,,"R. dos Alecrins, 400 - Ipês (Polvilho), Cajamar - SP, 07791-000",https://maps.google.com/?cid=3762303030668163798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
615,RML Engenharia & Construção,Construtora,Cajamar,SP,Foco,(11) 95343-8462,https://rmlengenharia.webnode.com/,,,,"Rua das Amarilis, 765 - Sala 2 - 3º Andar - Portal dos Ipês, Cajamar - SP, 07790-830",https://maps.google.com/?cid=14413179157487796666&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
616,Silva Manutenções de Áreas Verdes,Construtora,Cajamar,SP,Foco,,,,5,18,"São Benedito (Km 43), Cajamar - SP, 07750-000",https://maps.google.com/?cid=12560961299551884581&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
617,Smart JB Hidráulica,Construtora,Cajamar,SP,Foco,(11) 98881-6297,https://smartjbhidraulica.wixsite.com/website,,3,2,"rua dos gerânios 538 portais - dos - Ipês (Polvilho), Cajamar - SP, 07790-870",https://maps.google.com/?cid=14526004560639280551&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
618,TKG PRINT,Construtora,Cajamar,SP,Foco,,,,,,"Av. Deovair Cruz de Oliveira - Jordanesia, Cajamar - SP, 07776-435",https://maps.google.com/?cid=2958102965796569030&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
619,VNSR OBRAS E MAQUINAS INDUSTRIAIS LTDA,Construtora,Cajamar,SP,Foco,,http://www.vrconstrucoesereformas.com/,,,,"R. Ver. João Cardoso, 732 - Jardim Carolina, Cajamar - SP, 07793-240",https://maps.google.com/?cid=4116646096503524572&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
620,WD construções,Construtora,Cajamar,SP,Foco,(11) 98230-3851,http://wd-constucoes.negocio.site/,,5,1,"R. das Orquídeas, 289 - Guaturinho, Cajamar - SP, 07750-000",https://maps.google.com/?cid=11772361691194374624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
621,WPS Elétrica - Residencial e empresarial LTDA,Construtora,Cajamar,SP,Foco,(11) 94014-7578,http://www.instagram.com/wpseletrica/,,4.9,76,"R. Desdemona da Conceição de Morais, 357 - Jardim Santana, Cajamar - SP, 07793-845",https://maps.google.com/?cid=3369397376921386497&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
622,3 Quartos Engenharia,Engenharia,Cajamar,SP,Foco,(11) 94895-2665,https://www.instagram.com/3quartos.dan?igsi=bGZrejh2Z2QyM3Iw&utm_source=qr,,5,2,"Av. das Pitangueiras, 267 - Portais (Polvilho), Cajamar - SP, 07790-765",https://maps.google.com/?cid=8497349888914616501&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
623,AJK Engenharia LTDA,Engenharia,Cajamar,SP,Foco,(11) 93954-9894,,,5,9,"Av. dos Ingás, 552 - Portal dos Ipes III, Cajamar - SP, 07791-280",https://maps.google.com/?cid=16244346113649469510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
624,Daiane Pimentel Engenharia - Laudos e Pericia Judicial,Engenharia,Cajamar,SP,Foco,(11) 93312-6372,https://engdaianepimentel.wixsite.com/dp-engenharia,,5,12,"Rua Nercilio José dos Santos, 64 (Jd São Luiz - São Luiz, Cajamar - SP, 07793-445",https://maps.google.com/?cid=13696039159302919258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
625,Esquadre Engenharia,Engenharia,Cajamar,SP,Foco,(11) 97503-0572,,,,,"Av. Ten. Marques, 4071 - Portal dos Ipês, Cajamar - SP, 07791-600",https://maps.google.com/?cid=9204769020920574894&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
626,Evex Engenharia,Engenharia,Cajamar,SP,Foco,(11) 4408-5900,https://evehx.com/,,,,"Rua das Acácias, 90 - Portal dos Ipes l, Cajamar - SP, 07750-000",https://maps.google.com/?cid=6482745063055151071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
627,Facto Engenharia,Engenharia,Cajamar,SP,Foco,(11) 97144-5667,https://factoengcivil.com.br/contact/,,,,"R. Durval Ferreira de Araújo, 21 - Jordanesia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=11951285203843555076&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
628,FFL ENGENHARIA,Engenharia,Cajamar,SP,Foco,(11) 99477-4811,http://www.fflengenharia.com.br/,,4.5,2,"Av. Domingos Alonso Lopes, 188 - Jardim Penteado, Cajamar - SP, 07750-000",https://maps.google.com/?cid=5136480650662768410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
629,Hadad Engenharia ME,Engenharia,Cajamar,SP,Foco,(11) 98222-0378,,,5,4,"R. Miguel Amud - Polvilho, Cajamar - SP, 07792-240",https://maps.google.com/?cid=9077963328221128404&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
630,Mogi Engenharia Civil,Engenharia,Cajamar,SP,Foco,(11) 4407-1753,,,3.5,2,"R. Ver. Mário Marcolongo, 208 - Jardim Nova Jordanésia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=9542319379773607886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
631,Montreal Tec Engenharia,Engenharia,Cajamar,SP,Foco,(11) 96379-8312,,,,,"R. José Domiciano de Lima, 76 - 2° Andar - Sala 1 - Polvilho, Cajamar - SP, 07790-585",https://maps.google.com/?cid=18294333316598437234&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
632,MR ENGENHARIA E SERVIÇOS,Engenharia,Cajamar,SP,Foco,(11) 95138-3294,https://mrengenhariacomerc.wixsite.com/rope,,,,"R. dos Flox - Guaturinho, Cajamar - SP, 07791-030",https://maps.google.com/?cid=2089099613958333049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
633,MXL Engenharia,Engenharia,Cajamar,SP,Foco,(11) 94266-9152,,,5,1,"R. Carlos de Souza Maciel, 863 - Portais (Polvilho), Cajamar - SP, 07791-884",https://maps.google.com/?cid=2356549337093639179&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
634,Oliveira Prado Engenharia Civil,Engenharia,Cajamar,SP,Foco,(11) 96435-4061,,,5,2,"Av. das Acucenas, 736 - Portal dos Ipês ll, Cajamar - SP, 07790-820",https://maps.google.com/?cid=8885854676758265605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
635,PRC Engenharia,Engenharia,Cajamar,SP,Foco,(11) 99880-2824,,,4,1,"R. das Sibipirunas, 147 - Parque Sao Roberto II, Cajamar - SP, 07750-000",https://maps.google.com/?cid=15213791782092277602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
636,RHJ Engenharia,Engenharia,Cajamar,SP,Foco,(11) 93020-8636,https://www.instagram.com/rhj_engenharia?igsh=MWIxcGxxaDY5M3UwdQ%3D%3D&utm_source=qr,,5,9,"R. Eldorado, 21 - Jordanesia, Cajamar - SP, 07785-530",https://maps.google.com/?cid=1046787081990982591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
637,Servcon engenharia,Engenharia,Cajamar,SP,Foco,,https://www.servconengenharia.com/,,5,27,"Av. Deovair Cruz de Oliveira, 189 - Jordanesia, Cajamar - SP, 07776-435",https://maps.google.com/?cid=3979275185939127387&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
638,Steffens Engenharia,Engenharia,Cajamar,SP,Foco,(11) 4448-4470,,,,,"Av. Deovair Cruz de Oliveira, 455f - Jardim Nova Jordanésia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=4068516961253029378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
639,Thadeu Engenharia e Serviços Elétricos,Engenharia,Cajamar,SP,Foco,(11) 96486-9144,https://fb.me/Thadeuengenharia,,5,11,"R. Antônio Francisco de Souza, 7 - Santa Terezinha (Jordanésia), Cajamar - SP, 07786-195",https://maps.google.com/?cid=6746864757538765903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
640,ArqT. Arquitetura e Urbanismo,Arquitetura,Cajamar,SP,Foco,(11) 98838-7421,http://empresas.habitissimo.com.br/pro/arqt-arquitetura-e-urbanismo,,5,1,"Torre 1 - R. dos Alecrins, 100 - Apt 76 - Portal dos Ipês, Cajamar - SP, 07791-000",https://maps.google.com/?cid=4525880951203929529&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
641,Borttoffe Arquitetura e Interiores,Arquitetura,Cajamar,SP,Foco,(11) 91183-4174,https://www.instagram.com/borttoffe.arquitetura/,,4.9,38,"R. dos Flox, 982 - Guaturinho, Cajamar - SP, 07790-865",https://maps.google.com/?cid=5914335777388299405&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
642,EA7 Arquitetura - Elaine Nascimento Arquiteta,Arquitetura,Cajamar,SP,Foco,(11) 98583-0337,https://elainemororo.wixsite.com/ea7arquitetura,,,,"R. Jean Anastace Kovelis, 123 - Ipês (Polvilho), Cajamar - SP, 07791-842",https://maps.google.com/?cid=11472454716800057086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
643,Fortel Engenharia & Arquitetura,Arquitetura,Cajamar,SP,Foco,,http://fortelengenharia.com.br/,,5,3,"R. Eucaliptos, 167 - Portal dos Ipê III, Cajamar - SP, 07791-025",https://maps.google.com/?cid=12078650203488190386&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
644,GDI Arquitetura & Engenharia,Arquitetura,Cajamar,SP,Foco,(11) 99208-1350,,,4,1,"Cisalpina - Jordanesia, Cajamar - SP, 07787-005",https://maps.google.com/?cid=14142368009084625268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
645,Gisele Albuquerque Arquitetura,Arquitetura,Cajamar,SP,Foco,(11) 91421-1012,https://www.instagram.com/arquiteta.giselealbuquerque?igsh=MWU1bnZhZ3QxcHBraA==&utm_source=qr,,,,"Av. das Pitangueiras, 267 - Portais (Polvilho), Cajamar - SP, 07790-765",https://maps.google.com/?cid=15800438300476323532&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
646,"Giusti Engenharia, Arquitetura e Construções",Arquitetura,Cajamar,SP,Foco,(11) 4447-4099,http://giustiengenharia.com.br/,,,,"Av. Deovair Cruz de Oliveira, 137 - Rm 07 - Jordanesia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=9084066355167532418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
647,Isabela Ricci Arquitetura e Interiores,Arquitetura,Cajamar,SP,Foco,,,,5,4,"Av. Ten. Marques, 2051 - Sala 01 - 1 Andar - Polvilho, Cajamar - SP, 07792-820",https://maps.google.com/?cid=3644363490193264635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
648,JAQUE ARQUITETURA,Arquitetura,Cajamar,SP,Foco,(11) 97581-9613,,,,,"Rua dos Marmelos, 86 - Guaturinho, Cajamar - SP, 07750-000",https://maps.google.com/?cid=16006350305163898488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
649,JR Arquitetura & Engenharia,Arquitetura,Cajamar,SP,Foco,(11) 97500-3127,,,,,"R. Flademir Roberto Lopes, 272 - Sl 02 - Bela Vista, Cajamar - SP, 07790-615",https://maps.google.com/?cid=16263153184524493129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
650,Keztor arquitetura e engenharia,Arquitetura,Cajamar,SP,Foco,(11) 97602-8931,https://www.keztor.com.br/,,5,1,"R. dos Alecrins, 400 - Ipês (Polvilho), Cajamar - SP, 07791-000",https://maps.google.com/?cid=16749826952779055670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
651,Lima & Oliveira - arquitetos associados,Arquitetura,Cajamar,SP,Foco,(11) 99858-3616,http://www.arqlimaeoliveira.com/,,5,2,"Av. das Palmeiras, nº679 - Sl 02 - Portais (Polvilho), Cajamar - SP, 07790-890",https://maps.google.com/?cid=3514867143775693244&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
652,LUROME ARQUITETURA E ENGENHARIA CONSTRUÇOES E EMPREENDIMENTOS LTDA,Arquitetura,Cajamar,SP,Foco,(11) 94455-1666,https://lurome.com.br/,,5,9,"R. Curupira, 29 - Aldeia do sol, Cajamar - SP, 07792-050",https://maps.google.com/?cid=8250813110223191197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
653,M Pinheiro Interiores,Arquitetura,Cajamar,SP,Foco,(11) 97077-4874,https://www.instagram.com/conearquitetura/,,5,2,"R. Rita Maria de Jesus - Polvilho, Cajamar - SP, 07790-515",https://maps.google.com/?cid=17109231269201380465&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
654,Meraky Arquitetura & Engenharia,Arquitetura,Cajamar,SP,Foco,(11) 99595-1168,,,,,"Av. das Acucenas, 550 - Portal dos Ipês II, Cajamar - SP, 07790-820",https://maps.google.com/?cid=3966355813116477602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
655,Midyan Cassimiro Arquitetura,Arquitetura,Cajamar,SP,Foco,(11) 4447-6168,,,,,"Av. das Pitangueiras, 92 - Guaturinho, Cajamar - SP, 07790-765",https://maps.google.com/?cid=10110273327355617153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
656,Moldare Arquitetura e Interiores,Arquitetura,Cajamar,SP,Foco,(11) 99546-4445,https://www.instagram.com/moldarearquitetura/,,5,18,"Av. Ten. Marques, 3345 - Sl 01 - PORTAL DOS IPES II, Cajamar - SP, 07791-700",https://maps.google.com/?cid=9197065014040656520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
657,Projeto de arquitetura - Obrak,Arquitetura,Cajamar,SP,Foco,(11) 97204-9370,https://mouradasilvafernan.wixsite.com/website,,5,2,"R. Tupi, 624 - Jardim Jurupari (Fazendinha), Cajamar - SP, 06534-130",https://maps.google.com/?cid=13342906307670032578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
658,RA ARQUITETURA,Arquitetura,Cajamar,SP,Foco,(11) 97444-3115,https://ricardoalvesarquitetura-com-br.webnode.com/,,5,1,"R. dos Antúrios, N° 09 - Sl 02 - Polvilho, Cajamar - SP, 07790-800",https://maps.google.com/?cid=16067314595309154298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
659,Studio Doma Arquitetura e Engenharia,Arquitetura,Cajamar,SP,Foco,(11) 97394-3650,https://studiodoma.com.br/,,,,"do Ipê 2 - R. Waldemar Meira, 330 - Portais (Polvilho), Cajamar - SP, 07790-795",https://maps.google.com/?cid=13539983421400823151&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
660,Studio LF Arquitetura,Arquitetura,Cajamar,SP,Foco,(11) 96650-7627,http://instagram.com/studiolf.arq/,,5,25,"Av. das Palmeiras, 250 - Portal dos Ipês II, Cajamar - SP, 07790-890",https://maps.google.com/?cid=13073153413409321303&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
661,Studio Natália Souza Arquitetura & Interiores,Arquitetura,Cajamar,SP,Foco,(11) 99555-4892,https://nataliasouza.arq.br/,,5,53,"R. Eucaliptos, n° 167 - Sl 23 - Portal dos Ipês III, Cajamar - SP, 07791-025",https://maps.google.com/?cid=9160664498537156889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
662,Tamires Cristina Arquitetura & Interiores,Arquitetura,Cajamar,SP,Foco,(11) 99758-1502,,,5,6,"R. Waldemar Meira, 602 - SALA 1 - Portal Ipês, Cajamar - SP, 07790-795",https://maps.google.com/?cid=2576439886743760590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
663,Thiago Silva Arquitetura,Arquitetura,Cajamar,SP,Foco,(11) 97266-4404,https://sites.google.com/view/thiagosilvaarquitetura/p%C3%A1gina-inicial,,,,"Mais Viver - R. Dois, 116 - Cajamar, SP, 07750-792",https://maps.google.com/?cid=6305453842798966236&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
664,Administradora & Empreendimentos Imobi,Incorporadora,Cajamar,SP,Foco,(11) 4447-4491,,,4.2,5,"Av. Pedro Celestino Leite Penteado, 1511 - Parque Sao Roberto II, Cajamar - SP, 07750-000",https://maps.google.com/?cid=15640757175357937103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
665,Brookfield São Paulo Empreendimentos Imobiliários,Incorporadora,Cajamar,SP,Foco,(11) 4448-0968,,,5,2,"Av. Ten. Marques, 3000 - Vila Planalto, Cajamar - SP, 07750-000",https://maps.google.com/?cid=16114070893185298913&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
666,Jordanesia Empreendimentos Imobiliários,Incorporadora,Cajamar,SP,Foco,(11) 4447-3292,,,3.7,7,"Av. Ribeirão dos Cristais, 36 - Vila Uniao, Cajamar - SP, 07750-000",https://maps.google.com/?cid=12122243792550438461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
667,Scopel SP-37 Empreendimentos Imobiliários,Incorporadora,Cajamar,SP,Foco,(11) 4407-2209,,,5,1,"R. Piracicaba - Fazenda Velha, Cajamar - SP, 07750-000",https://maps.google.com/?cid=12656683949142816225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
668,Zarif Construtora e Incorporadora,Incorporadora,Cajamar,SP,Foco,(11) 3283-0049,,,,,"Av. Deovair Cruz de Oliveira, 137 - Jardim Nova Jordanésia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=3038803994746641427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
669,Esgoalpha Urbanizadora,Loteadora,Cajamar,SP,Foco,(11) 4230-5067,http://limpafossacajamar.com.br/,,,,"Limpa Fossa - R. Ver. Mário Marcolongo, 247 - Jardim Nova Jordanésia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=7710609833035780988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
670,HMG EMPREITEIRA,Empreiteira,Cajamar,SP,Foco,,,,5,1,"Rua Vila Nova, 196 - São Benedito (Km 43), Cajamar - SP, 07778-710",https://maps.google.com/?cid=14992097662316118672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
671,Mg Empreiteira De Mao De Obra,Empreiteira,Cajamar,SP,Foco,(11) 91610-0988,,,,,"R. Nercilio José dos Santos, 247 - Jardim Santana, Cajamar - SP, 07750-000",https://maps.google.com/?cid=16593360827575121751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
672,Boa Vista Terraplanagem,Terraplenagem/Infra,Cajamar,SP,Foco,(11) 3213-9085,http://www.boavistainfra.com.br/,,1,1,"Rua Presidente Prudente,86 Sociedade Anhanguera Parque Empresarial - Guaturinho, Cajamar - SP, 06216-280",https://maps.google.com/?cid=10023447974295048547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
673,Djalma Terraplenagem,Terraplenagem/Infra,Cajamar,SP,Foco,,,,,,"Rua das Bromélias, 209 - Ipês (Polvilho), Cajamar - SP, 07750-000",https://maps.google.com/?cid=5895402646267831172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
674,DL Terraplanagem,Terraplenagem/Infra,Cajamar,SP,Foco,,,,,,"R. Camarão Vermelho, 115 - Sala 2 - Portais (Polvilho), Cajamar - SP, 07791-120",https://maps.google.com/?cid=10175150328585014073&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
675,Hc terraplenagem e fundação Cajamar e região São Paulo,Terraplenagem/Infra,Cajamar,SP,Foco,(11) 99646-9097,https://hcterraplanagemefundacao.com.br/,,4.6,9,"Rua José Marques Ribeiro, 2830 - Ponunduva, Cajamar - SP, 07791-335",https://maps.google.com/?cid=18117381659332355864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
676,Terraplenagem Jundiaí,Terraplenagem/Infra,Cajamar,SP,Foco,(11) 4447-5233,http://www.terraplenagemjundiai.com.br/,,5,1,"Av. Ádamo Zambelli, 250 - Jordanesia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=9098536563860392551&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
677,VWF Fundações,Terraplenagem/Infra,Cajamar,SP,Foco,(11) 4448-4455,https://vwffundacoes.com.br/,,4.6,36,"R. das Jacubinas, 106 - Portais (Polvilho), Cajamar - SP, 07791-085",https://maps.google.com/?cid=4731386116488567195&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
678,-A J dos Reis Serviços de topografia - Relevo Topografia,Construtora,Campinas,SP,Foco,(19) 98162-2010,,,5,2,"R. Dr. Quirino, 1504 - Bosque, Campinas - SP, 13015-082",https://maps.google.com/?cid=10254062694602740996&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,30,Sim,,Nao iniciado,
679,18 reformas e construção,Construtora,Campinas,SP,Foco,(11) 94458-0800,https://18sjreformasecontrucao.com.br/,,,,"R. da Abolição, 551 - Pte. Preta, Campinas - SP, 13041-445",https://maps.google.com/?cid=7270425108315020152&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,30,Sim,,Nao iniciado,
