#,Empresa,Segmento,Cidade,Telefone,Site,Nota,Avals,Endereco,Google_Maps,Status
461,HMG EMPREITEIRA,Empreit,Cajamar,,,5,1,"Rua Vila Nova, 196 - São Benedito (Km 43), Cajamar - SP, 07778-710",https://maps.google.com/?cid=14992097662316118672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
462,3 Quartos Engenharia,Eng,Cajamar,(11) 94895-2665,instagram.com,5,2,"Av. das Pitangueiras, 267 - Portais (Polvilho), Cajamar - SP, 07790-765",https://maps.google.com/?cid=8497349888914616501&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
463,AJK Engenharia LTDA,Eng,Cajamar,(11) 93954-9894,,5,9,"Av. dos Ingás, 552 - Portal dos Ipes III, Cajamar - SP, 07791-280",https://maps.google.com/?cid=16244346113649469510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
464,Daiane Pimentel Engenharia - Laudos e Pericia Judicial,Eng,Cajamar,(11) 93312-6372,engdaianepimentel.wixsite.com,5,12,"Rua Nercilio José dos Santos, 64 (Jd São Luiz - São Luiz, Cajamar - SP, 07793-445",https://maps.google.com/?cid=13696039159302919258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
465,Esquadre Engenharia,Eng,Cajamar,(11) 97503-0572,,,,"Av. Ten. Marques, 4071 - Portal dos Ipês, Cajamar - SP, 07791-600",https://maps.google.com/?cid=9204769020920574894&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
466,Evex Engenharia,Eng,Cajamar,(11) 4408-5900,evehx.com,,,"Rua das Acácias, 90 - Portal dos Ipes l, Cajamar - SP, 07750-000",https://maps.google.com/?cid=6482745063055151071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
467,FFL ENGENHARIA,Eng,Cajamar,(11) 99477-4811,fflengenharia.com.br,4.5,2,"Av. Domingos Alonso Lopes, 188 - Jardim Penteado, Cajamar - SP, 07750-000",https://maps.google.com/?cid=5136480650662768410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
468,Facto Engenharia,Eng,Cajamar,(11) 97144-5667,factoengcivil.com.br,,,"R. Durval Ferreira de Araújo, 21 - Jordanesia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=11951285203843555076&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
469,Hadad Engenharia ME,Eng,Cajamar,(11) 98222-0378,,5,4,"R. Miguel Amud - Polvilho, Cajamar - SP, 07792-240",https://maps.google.com/?cid=9077963328221128404&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
470,MR ENGENHARIA E SERVIÇOS,Eng,Cajamar,(11) 95138-3294,mrengenhariacomerc.wixsite.com,,,"R. dos Flox - Guaturinho, Cajamar - SP, 07791-030",https://maps.google.com/?cid=2089099613958333049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
471,MXL Engenharia,Eng,Cajamar,(11) 94266-9152,,5,1,"R. Carlos de Souza Maciel, 863 - Portais (Polvilho), Cajamar - SP, 07791-884",https://maps.google.com/?cid=2356549337093639179&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
472,Mogi Engenharia Civil,Eng,Cajamar,(11) 4407-1753,,3.5,2,"R. Ver. Mário Marcolongo, 208 - Jardim Nova Jordanésia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=9542319379773607886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
473,Montreal Tec Engenharia,Eng,Cajamar,(11) 96379-8312,,,,"R. José Domiciano de Lima, 76 - 2° Andar - Sala 1 - Polvilho, Cajamar - SP, 07790-585",https://maps.google.com/?cid=18294333316598437234&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
474,Oliveira Prado Engenharia Civil,Eng,Cajamar,(11) 96435-4061,,5,2,"Av. das Acucenas, 736 - Portal dos Ipês ll, Cajamar - SP, 07790-820",https://maps.google.com/?cid=8885854676758265605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
475,PRC Engenharia,Eng,Cajamar,(11) 99880-2824,,4,1,"R. das Sibipirunas, 147 - Parque Sao Roberto II, Cajamar - SP, 07750-000",https://maps.google.com/?cid=15213791782092277602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
476,RHJ Engenharia,Eng,Cajamar,(11) 93020-8636,instagram.com,5,9,"R. Eldorado, 21 - Jordanesia, Cajamar - SP, 07785-530",https://maps.google.com/?cid=1046787081990982591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
477,Servcon engenharia,Eng,Cajamar,,servconengenharia.com,5,27,"Av. Deovair Cruz de Oliveira, 189 - Jordanesia, Cajamar - SP, 07776-435",https://maps.google.com/?cid=3979275185939127387&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
478,Steffens Engenharia,Eng,Cajamar,(11) 4448-4470,,,,"Av. Deovair Cruz de Oliveira, 455f - Jardim Nova Jordanésia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=4068516961253029378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
479,Thadeu Engenharia e Serviços Elétricos,Eng,Cajamar,(11) 96486-9144,fb.me,5,11,"R. Antônio Francisco de Souza, 7 - Santa Terezinha (Jordanésia), Cajamar - SP, 07786-195",https://maps.google.com/?cid=6746864757538765903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
480,Brookfield São Paulo Empreendimentos Imobiliários,Incorp,Cajamar,(11) 4448-0968,,5,2,"Av. Ten. Marques, 3000 - Vila Planalto, Cajamar - SP, 07750-000",https://maps.google.com/?cid=16114070893185298913&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
481,Jordanesia Empreendimentos Imobiliários,Incorp,Cajamar,(11) 4447-3292,,3.7,7,"Av. Ribeirão dos Cristais, 36 - Vila Uniao, Cajamar - SP, 07750-000",https://maps.google.com/?cid=12122243792550438461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
482,Scopel SP-37 Empreendimentos Imobiliários,Incorp,Cajamar,(11) 4407-2209,,5,1,"R. Piracicaba - Fazenda Velha, Cajamar - SP, 07750-000",https://maps.google.com/?cid=12656683949142816225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
483,Zarif Construtora e Incorporadora,Incorp,Cajamar,(11) 3283-0049,,,,"Av. Deovair Cruz de Oliveira, 137 - Jardim Nova Jordanésia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=3038803994746641427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
484,Boa Vista Terraplanagem,Terrapl,Cajamar,(11) 3213-9085,boavistainfra.com.br,1,1,"Rua Presidente Prudente,86 Sociedade Anhanguera Parque Empresarial - Guaturinho, Cajamar - SP, 06216-280",https://maps.google.com/?cid=10023447974295048547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
485,Hc terraplenagem e fundação Cajamar e região São Paulo,Terrapl,Cajamar,(11) 99646-9097,hcterraplanagemefundacao.com.br,4.6,9,"Rua José Marques Ribeiro, 2830 - Ponunduva, Cajamar - SP, 07791-335",https://maps.google.com/?cid=18117381659332355864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
486,Terraplenagem Jundiaí,Terrapl,Cajamar,(11) 4447-5233,terraplenagemjundiai.com.br,5,1,"Av. Ádamo Zambelli, 250 - Jordanesia, Cajamar - SP, 07750-000",https://maps.google.com/?cid=9098536563860392551&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
487,VWF Fundações,Terrapl,Cajamar,(11) 4448-4455,vwffundacoes.com.br,4.6,36,"R. das Jacubinas, 106 - Portais (Polvilho), Cajamar - SP, 07791-085",https://maps.google.com/?cid=4731386116488567195&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
488,1:3 Arquitetura,Arq,Campinas,(19) 99634-6601,13arquitetura.com.br,5,2,"Rua Professor Celso Ferraz de Camargo, 275 - Cidade Universitária, Campinas - SP, 13083-200",https://maps.google.com/?cid=4953163624177665382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
489,24 7 Arquitetura,Arq,Campinas,(19) 3305-4200,247arquitetura.com.br,4.9,34,"R. Dr. Emílio Ribas, 681 - Cambuí, Campinas - SP, 13025-141",https://maps.google.com/?cid=10723455046220654439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
490,ACADD Arquitetura e Engenharia,Arq,Campinas,(19) 3241-7146,,5,3,"R. Dr. Oswaldo Cruz, 384 - Jardim Nossa Sra. Auxiliadora, Campinas - SP, 13076-260",https://maps.google.com/?cid=9338328362955925106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
491,ADJ Arquitetura,Arq,Campinas,(19) 99792-6466,,5,1,"R. Macedo Soares, 1045 - Cidade Universitária, Campinas - SP, 13083-130",https://maps.google.com/?cid=13610485021569604694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
492,AF Arquitetura & Curadoria de Imóveis,Arq,Campinas,(19) 99603-7153,instagram.com,5,1,"Av. José Bonifácio, 1536 - Sl 2 - Jardim Flamboyant, Campinas - SP, 13091-140",https://maps.google.com/?cid=15712987554349390180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
493,AL7 Arquitetura,Arq,Campinas,(19) 3201-5437,,5,1,"R. Dr. Carlos Guimarães, 408 - Cambuí, Campinas - SP, 13024-200",https://maps.google.com/?cid=926609344420349192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
494,AMM Arquitetura,Arq,Campinas,(19) 3258-1114,amm.arq.br,,,"L’Office – Bairro Sainte Helene – Sousas - R. Avelino Silveira Franco, 149 - Sala 336 Bloco - Souzas, Campinas - SP, 13105-822",https://maps.google.com/?cid=17377019722691699075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
495,AO Arquitetura e Organização,Arq,Campinas,(19) 99950-1222,arquiteturaeorganizacao.com.br,5,2,"R. Émerson José Moreira, 1710 - Parque Taquaral, Campinas - SP, 13087-441",https://maps.google.com/?cid=10407167351584289394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
496,ARQEDO Arquitetura de Interiores,Arq,Campinas,(19) 97818-9818,instagram.com,,,"Av. São José dos Campos - Vila Campos Sales, Campinas - SP, 13040-565",https://maps.google.com/?cid=16441803464516117065&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
497,ARQUITETO TREVIZAN,Arq,Campinas,(19) 99294-8629,arquitetotrevizan.com,,,"R. Torello José Della Maggiore Orlandi - Campinas, SP, 13097-257",https://maps.google.com/?cid=6993122376393142950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
498,ARQUITETO | ENGENHEIRO | REGULARIZAÇÃO DE IMÓVEIS,Arq,Campinas,(19) 97418-7007,nextx.com.br,4.8,5,"Av. Antônio Artioli, 570 - Swiss Park, Campinas - SP, 13049-253",https://maps.google.com/?cid=9899227597600447967&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
499,ATRÊS Arquitetura & Construção,Arq,Campinas,,,,,"R. Alexandre Herculano, 20 - Sl 1 - Taquaral, Campinas - SP, 13076-263",https://maps.google.com/?cid=5896026139804095170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
500,AUD Arquitetura e Construção,Arq,Campinas,(19) 99112-3451,aud-arquitetura-e-construcao.ueniweb.com,,,"Av. Eng. Antônio Francisco de Paula Souza, 2601 - Jardim São Vicente, Campinas - SP, 13044-502",https://maps.google.com/?cid=14031185187772311897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
501,AWS Engenharia - Arquitetura e interiores,Arq,Campinas,(19) 3384-3120,,4.6,5,"Rua Maria Edna Vilagelin Zakia, 235 - Parque Via Norte, Campinas - SP, 13065-820",https://maps.google.com/?cid=13645252902371376046&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
502,Abita Arquitetura e Engenharia de Incêndio,Arq,Campinas,(19) 97407-4465,,,,"Av. João Scarparo Netto - Lot. Center Santa Genebra, Campinas - SP, 13080-650",https://maps.google.com/?cid=10831611536814444766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
503,Action Arquitetura e Engenharia,Arq,Campinas,(19) 2222-4210,,5,1,"Swiss Park Office - Av. Antônio Artioli, 570 - 56 - Swiss Park, Campinas - SP, 13049-900",https://maps.google.com/?cid=9962303529751244559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
504,Adelita Groppe Arquitetura,Arq,Campinas,(19) 99847-7388,instagram.com,,,"Rua: Oriente, 55 - Chácara da Barra, Campinas - SP, 13090-740",https://maps.google.com/?cid=13415024215971675035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
505,Adriana Abdalla Arquitetura & Interiores,Arq,Campinas,(19) 3294-2255,,5,1,"R. Maria Monteiro, 291 - 5A - Cambuí, Campinas - SP, 13024-480",https://maps.google.com/?cid=1317458889722306837&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
506,Adriana Beluomini - L'Artisan Arquitetura e Design,Arq,Campinas,(19) 97403-6144,lartisan.com.br,,,"Av. Professora Déa Ehrhardt Carvalho, 3000 - Sítios de Recreio Gramado, Campinas - SP, 13101-664",https://maps.google.com/?cid=8589258148924896559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
507,Adriano Lima Arquitetura,Arq,Campinas,(19) 99643-6609,arquitetoadrianolima.com.br,5,3,"R. Osvualte Darri, 28 - Villa Garden, Campinas - SP, 13031-392",https://maps.google.com/?cid=2475927150615805216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
508,Adriano Mendonça Arquitetura,Arq,Campinas,(19) 97125-2120,adrianomendonca.arq.br,4.8,16,"R. Cônego Nery, 477 - Sl 18 - Jardim Guanabara, Campinas - SP, 13073-180",https://maps.google.com/?cid=12183530598112963532&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
509,Agrega Arquitetura Engenharia - Arquiteto em Campinas,Arq,Campinas,(19) 99786-0708,agregaarquitetura.com.br,5,7,"Rua Aguaçu 171 - R. Jerivá, 110 - Lot. Alphaville Campinas, Campinas - SP, 13098-321",https://maps.google.com/?cid=134786641736352521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
510,Aki Arquitetura,Arq,Campinas,(19) 99714-4342,akiarquitetura.com.br,5,3,"R. Raquel Rosa da Silva, 170 - Jardim Nova America, Campinas - SP, 13053-035",https://maps.google.com/?cid=12424890392403688957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
511,Alameda Urbanismo e Arquitetura,Arq,Campinas,(19) 99832-1535,alamedaurb.com.br,5,6,"R. Monsenhor Dr. Emílio José Salim, 537 - Souzas, Campinas - SP, 13010-310",https://maps.google.com/?cid=16605575516521518621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
512,Aldomar Caprini Arquitetura,Arq,Campinas,(19) 3254-0255,,5,5,"Presciliana Soares, 58 - R. da Campína - Cambuí, Campinas - SP, 13100-211",https://maps.google.com/?cid=16113720918974190140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
513,Alessandra Duque arquitetura & interiores,Arq,Campinas,(19) 98856-2639,arqduque.com.br,5,15,"R. José de Almeida, 238 - Nova Campinas, Campinas - SP, 13092-400",https://maps.google.com/?cid=5794729729071099407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
514,Aline Pereira Arquitetura & Design,Arq,Campinas,(19) 99667-1607,,5,6,"R. Jasmim, 560 - Chácara Primavera, Campinas - SP, 13087-460",https://maps.google.com/?cid=10397566052112754966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
515,Almena Arquitetura,Arq,Campinas,(19) 97407-6412,almenaarquitetura.com.br,5,10,"Av. Dr. Ângelo Simões, 964 - Jardim Leonor, Campinas - SP, 13041-150",https://maps.google.com/?cid=3707251609480850211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
516,Amoras Coelho arquitetura,Arq,Campinas,(19) 98456-7136,,,,"Rua Frei Manoel da Ressurreição, 1315 - Jardim Guanabara, Campinas - SP, 13073-221",https://maps.google.com/?cid=14560285213472846146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
517,Ana Beatriz Arquitetura e Interiores,Arq,Campinas,(19) 99111-4834,,,,"R. Dr. Viêira Bueno, 174F - Cambuí, Campinas - SP, 13024-040",https://maps.google.com/?cid=16568174547370669956&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
518,Ana Carolina Melo Interiores,Arq,Campinas,(12) 99231-6292,,5,11,"Av. José de Sousa Campos, 1815 - sala 407 - Cambuí, Campinas - SP, 13025-320",https://maps.google.com/?cid=13125423444629883650&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
519,Ana Couto | Arquitetura de Interiores,Arq,Campinas,(16) 99316-5611,instagram.com,5,10,"R. Hermantino Coelho, 501 - Mansões Santo Antônio, Campinas - SP, 13087-500",https://maps.google.com/?cid=13517982782879583695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
520,Ana Paula Carvalho Arquitetura,Arq,Campinas,(19) 99741-4340,anapaulacarvalho.arq.br,,,"Ed. Hemisphere - R. Oriente, 55 - Sl 1312 - Chácara da Barra, Campinas - SP, 13090-740",https://maps.google.com/?cid=2066082673727258858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
521,Andrea Ottoni Arquitetura,Arq,Campinas,(19) 3254-6490,andreaottoni.com.br,5,3,"R. Dom Francisco de Campos Barreto, 1 - Nova Campinas, Campinas - SP, 13092-160",https://maps.google.com/?cid=6270564933063305301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
522,Annita Sanches Arquitetura de Interiores e Deco Colching-BR,Arq,Campinas,9 9764 6534,,,,"Ana - R. Ana de Nazaré Cavaleira, 0 - Lot. Alphaville Campinas, Campinas - SP, 13098-002",https://maps.google.com/?cid=9229968197689688268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
523,Antonelli Arquitetura,Arq,Campinas,(19) 3241-8006,,4,2,"R. Dr. Buarque de Macedo, 280 - Vila Nova, Campinas - SP, 13073-055",https://maps.google.com/?cid=660500063451207683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
524,Arch Arquitetura LTDA,Arq,Campinas,(19) 98142-7483,lp.archarquitetura.com.br,4.8,13,"R. Antônio Silveira Bueno, 64 - Jardim Chapadão, Campinas - SP, 13070-159",https://maps.google.com/?cid=34012128511552356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
525,Arch|Fy Arquitetura,Arq,Campinas,(19) 99270-5680,contato.archfyarquitetura.com,4.6,15,"Av. José Bonifácio, 2371 - Jardim Flamboyant, Campinas - SP, 13091-141",https://maps.google.com/?cid=13058365083830907637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
526,Arkisantè | Arquitetura Hospitalar,Arq,Campinas,(19) 3255-1856,arkisante.com.br,5,5,"R. Conceição, 233 - Cj. 809 - Centro, Campinas - SP, 13010-050",https://maps.google.com/?cid=4588344103795558861&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
527,Armando Arquitetura,Arq,Campinas,(19) 99125-2032,armandoarquitetura.com,,,"R. Eurico Gaspar Dutra, 380 - Jardim Chapadão, Campinas - SP, 13070-080",https://maps.google.com/?cid=11797713058098075964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
528,Arquiteta Jéssica Barreto,Arq,Campinas,(19) 98165-1788,,5,3,"R. José Júlio Barboza, 10 - Jardim Monte Cristo, Campinas - SP, 13051-010",https://maps.google.com/?cid=6795830099532821721&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
529,Arquiteta Laura Nickhorn,Arq,Campinas,(19) 97137-1929,lnarq.com.br,5,1,"Av. Imperatriz Leopoldina, 550 - Vila Nova, Campinas - SP, 13073-035",https://maps.google.com/?cid=15421270192050800199&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
530,Arquiteta Raissa Lima,Arq,Campinas,(19) 98779-0165,raissaarquiteta.com.br,,,"R. Manuel Francisco Monteiro, 635 - Parque Industrial, Campinas - SP, 13031-500",https://maps.google.com/?cid=14089833292967789355&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
531,Arquiteta em Campinas | Cynthia Colbano,Arq,Campinas,(19) 99703-7246,cynthiacolbano.com.br,5,28,"Edifício Comercial Tropical - Rua Dona Margarida de Campos, 77 - Sala 17 - Vila Rossi Borghi e Siqueira, Campinas - SP, 13076-240",https://maps.google.com/?cid=1976834498129435116&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
532,Arquiteto André Pace,Arq,Campinas,(19) 99126-4322,pacearquiteturacampinas.com.br,4.8,26,"R. Maj. Solon, 130 - Und 906 - Centro, Campinas - SP, 13015-095",https://maps.google.com/?cid=2331249374006225972&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
533,Arquiteto Bignotto | Escritório de Arquitetura e Engenharia Campinas,Arq,Campinas,(19) 99537-0419,arquitetobignotto.com.br,4.8,54,"L’OFFICE - R. Avelino Silveira Franco, 149 - Sl 156 - Souzas, Campinas - SP, 13105-822",https://maps.google.com/?cid=3755174333445362594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
534,Arquiteto Cristiano Mícoli,Arq,Campinas,(19) 99704-3708,micoliarquitetura.com.br,,,"R. Rio Grande do Sul, 120 - Vila Santana, Campinas - SP, 13030-290",https://maps.google.com/?cid=9883191890310170825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
